location,Basel
lat,47.75000
lon,7.50000
asl,363.653
variable,Temperature
unit,°C
level,2 m elevation corrected
resolution,hourly
aggregation,None
timestamp,Basel Temperature [2 m elevation corrected]
20240629T2200,21.610245
20240629T2300,20.170246
20240630T0000,19.680244
20240630T0100,19.060246
20240630T0200,19.170246
20240630T0300,19.270245
20240630T0400,19.080246
20240630T0500,19.410246
20240630T0600,20.060246
20240630T0700,20.900246
20240630T0800,21.330246
20240630T0900,21.460245
20240630T1000,21.100245
20240630T1100,20.380245
20240630T1200,19.440245
20240630T1300,19.180244
20240630T1400,19.210245
20240630T1500,18.900246
20240630T1600,18.510244
20240630T1700,17.870245
20240630T1800,17.470245
20240630T1900,17.100245
20240630T2000,16.560246
20240630T2100,16.270247
20240630T2200,16.110247
20240630T2300,15.750245
20240701T0000,15.530245
20240701T0100,15.230246
20240701T0200,15.130245
20240701T0300,14.970245
20240701T0400,14.520246
20240701T0500,15.400246
20240701T0600,16.900246
20240701T0700,18.240246
20240701T0800,19.480246
20240701T0900,20.720245
20240701T1000,21.500246
20240701T1100,22.400246
20240701T1200,22.670246
20240701T1300,22.610245
20240701T1400,21.840246
20240701T1500,20.380245
20240701T1600,19.460245
20240701T1700,19.740246
20240701T1800,19.390245
20240701T1900,18.190245
20240701T2000,16.660246
20240701T2100,16.130245
20240701T2200,15.700245
20240701T2300,15.410245
20240702T0000,15.540245
20240702T0100,15.010245
20240702T0200,14.640245
20240702T0300,14.930245
20240702T0400,14.130245
20240702T0500,14.390245
20240702T0600,15.610246
20240702T0700,17.200245
20240702T0800,18.180244
20240702T0900,18.660246
20240702T1000,18.840246
20240702T1100,19.160246
20240702T1200,19.100245
20240702T1300,18.890245
20240702T1400,18.110245
20240702T1500,16.980246
20240702T1600,15.860246
20240702T1700,15.300245
20240702T1800,14.990245
20240702T1900,14.690246
20240702T2000,14.360246
20240702T2100,14.180245
20240702T2200,14.040245
20240702T2300,14.010245
20240703T0000,13.980246
20240703T0100,14.070246
20240703T0200,14.110246
20240703T0300,14.070246
20240703T0400,14.020246
20240703T0500,14.270246
20240703T0600,14.980246
20240703T0700,15.640245
20240703T0800,16.250246
20240703T0900,16.920246
20240703T1000,17.520245
20240703T1100,17.630245
20240703T1200,17.610245
20240703T1300,16.320246
20240703T1400,16.210245
20240703T1500,16.300245
20240703T1600,16.270247
20240703T1700,16.360247
20240703T1800,15.870245
20240703T1900,15.420245
20240703T2000,14.780245
20240703T2100,14.530245
20240703T2200,14.000245
20240703T2300,13.770246
20240704T0000,13.570246
20240704T0100,13.480246
20240704T0200,13.300245
20240704T0300,13.480246
20240704T0400,14.010245
20240704T0500,14.860246
20240704T0600,16.090246
20240704T0700,17.100245
20240704T0800,17.940245
20240704T0900,18.220245
20240704T1000,19.360245
20240704T1100,19.740246
20240704T1200,20.080246
20240704T1300,20.650246
20240704T1400,21.230246
20240704T1500,21.410246
20240704T1600,20.870245
20240704T1700,20.480246
20240704T1800,19.900246
20240704T1900,18.940245
20240704T2000,17.640245
20240704T2100,16.420246
20240704T2200,15.250245
20240704T2300,14.850245
20240705T0000,14.370245
20240705T0100,13.780245
20240705T0200,13.160245
20240705T0300,13.080245
20240705T0400,12.890245
20240705T0500,14.380245
20240705T0600,16.880245
20240705T0700,18.770245
20240705T0800,20.300245
20240705T0900,21.350245
20240705T1000,22.340246
20240705T1100,23.020245
20240705T1200,23.760244
20240705T1300,24.410246
20240705T1400,24.640245
20240705T1500,24.840246
20240705T1600,24.750246
20240705T1700,24.320246
20240705T1800,23.090246
20240705T1900,20.450245
20240705T2000,18.550245
20240705T2100,17.250246
20240705T2200,16.360247
20240705T2300,16.000246
20240706T0000,15.430245
20240706T0100,15.050245
20240706T0200,14.860246
20240706T0300,14.950245
20240706T0400,15.180245
20240706T0500,16.860245
20240706T0600,19.380245
20240706T0700,21.880245
20240706T0800,22.680244
20240706T0900,22.050245
20240706T1000,21.170246
20240706T1100,20.360245
20240706T1200,20.100245
20240706T1300,19.720245
20240706T1400,19.560246
20240706T1500,18.760244
20240706T1600,17.680244
20240706T1700,17.280245
20240706T1800,17.030245
20240706T1900,16.470245
20240706T2000,15.920245
20240706T2100,15.820246
20240706T2200,15.520246
20240706T2300,15.000245
20240707T0000,14.450245
20240707T0100,14.230246
20240707T0200,13.930245
20240707T0300,13.430245
20240707T0400,13.340245
20240707T0500,13.480246
20240707T0600,14.390245
20240707T0700,15.480246
20240707T0800,17.030245
20240707T0900,18.210245
20240707T1000,18.840246
20240707T1100,19.630245
20240707T1200,20.100245
20240707T1300,20.740246
20240707T1400,21.310246
20240707T1500,21.490246
20240707T1600,21.680244
20240707T1700,21.300245
20240707T1800,20.380245
20240707T1900,18.300245
20240707T2000,17.160246
20240707T2100,16.040245
20240707T2200,13.630245
20240707T2300,12.330245
20240708T0000,11.800245
20240708T0100,11.400246
20240708T0200,11.080245
20240708T0300,10.8102455
20240708T0400,10.740245
20240708T0500,12.650246
20240708T0600,15.350245
20240708T0700,18.210245
20240708T0800,20.390245
20240708T0900,22.050245
20240708T1000,23.330246
20240708T1100,24.380245
20240708T1200,25.440245
20240708T1300,26.310246
20240708T1400,27.050245
20240708T1500,27.380245
20240708T1600,27.410246
20240708T1700,27.130245
20240708T1800,25.510244
20240708T1900,22.330246
20240708T2000,19.870245
20240708T2100,18.110245
20240708T2200,16.980246
20240708T2300,16.370245
20240709T0000,16.100246
20240709T0100,15.840245
20240709T0200,15.580245
20240709T0300,15.3102455
20240709T0400,15.260245
20240709T0500,16.790245
20240709T0600,19.690245
20240709T0700,22.320246
20240709T0800,24.700245
20240709T0900,26.730246
20240709T1000,28.530245
20240709T1100,29.760244
20240709T1200,30.880245
20240709T1300,31.650246
20240709T1400,32.240246
20240709T1500,32.520245
20240709T1600,32.380245
20240709T1700,31.690245
20240709T1800,29.440245
20240709T1900,26.120245
20240709T2000,24.030245
20240709T2100,23.460245
20240709T2200,23.040245
20240709T2300,22.740246
20240710T0000,22.110245
20240710T0100,21.710245
20240710T0200,21.490246
20240710T0300,20.840246
20240710T0400,20.300245
20240710T0500,20.510244
20240710T0600,21.360245
20240710T0700,21.430244
20240710T0800,20.900246
20240710T0900,21.090246
20240710T1000,22.420246
20240710T1100,23.720245
20240710T1200,25.320246
20240710T1300,26.250246
20240710T1400,26.750246
20240710T1500,26.290245
20240710T1600,25.440245
20240710T1700,24.120245
20240710T1800,23.860245
20240710T1900,22.660246
20240710T2000,22.500246
20240710T2100,22.440245
20240710T2200,21.100245
20240710T2300,20.370245
20240711T0000,20.150246
20240711T0100,19.980246
20240711T0200,19.720245
20240711T0300,19.530245
20240711T0400,19.460245
20240711T0500,19.750246
20240711T0600,20.590246
20240711T0700,21.580246
20240711T0800,22.930244
20240711T0900,24.210245
20240711T1000,25.070246
20240711T1100,26.020245
20240711T1200,26.950245
20240711T1300,27.580246
20240711T1400,27.990246
20240711T1500,27.720245
20240711T1600,27.360245
20240711T1700,27.060246
20240711T1800,26.020245
20240711T1900,24.100245
20240711T2000,22.120245
20240711T2100,20.900246
20240711T2200,20.610245
20240711T2300,20.120245
20240712T0000,20.240246
20240712T0100,20.030245
20240712T0200,19.910246
20240712T0300,19.710245
20240712T0400,19.620245
20240712T0500,19.960245
20240712T0600,20.680244
20240712T0700,21.770245
20240712T0800,22.920246
20240712T0900,23.520245
20240712T1000,23.820246
20240712T1100,23.840246
20240712T1200,23.220245
20240712T1300,23.240246
20240712T1400,21.980246
20240712T1500,20.930244
20240712T1600,20.960245
20240712T1700,20.380245
20240712T1800,19.930244
20240712T1900,19.040245
20240712T2000,18.510244
20240712T2100,17.710245
20240712T2200,17.120245
20240712T2300,16.740246
20240713T0000,16.530245
20240713T0100,16.300245
20240713T0200,15.970245
20240713T0300,15.470245
20240713T0400,15.3102455
20240713T0500,15.480246
20240713T0600,16.490246
20240713T0700,17.640245
20240713T0800,18.640245
20240713T0900,19.560246
20240713T1000,20.310246
20240713T1100,21.220245
20240713T1200,21.760244
20240713T1300,22.280245
20240713T1400,22.580246
20240713T1500,23.060246
20240713T1600,22.950245
20240713T1700,22.310246
20240713T1800,21.520245
20240713T1900,19.410246
20240713T2000,17.860245
20240713T2100,16.320246
20240713T2200,15.150246
20240713T2300,14.510245
20240714T0000,14.350245
20240714T0100,13.370245
20240714T0200,13.370245
20240714T0300,13.150246
20240714T0400,12.050245
20240714T0500,13.430245
20240714T0600,15.920245
20240714T0700,18.490246
20240714T0800,20.590246
20240714T0900,22.190245
20240714T1000,23.440245
20240714T1100,24.520245
20240714T1200,25.240246
20240714T1300,24.920246
20240714T1400,24.810246
20240714T1500,24.550245
20240714T1600,23.910246
20240714T1700,22.790245
20240714T1800,21.970245
20240714T1900,20.900246
20240714T2000,19.580246
20240714T2100,18.520245
20240714T2200,16.540245
20240714T2300,16.160246
20240715T0000,15.170245
20240715T0100,14.840245
20240715T0200,14.780245
20240715T0300,14.5602455
20240715T0400,14.500245
20240715T0500,15.740245
20240715T0600,17.610245
20240715T0700,20.160246
20240715T0800,22.720245
20240715T0900,24.810246
20240715T1000,26.540245
20240715T1100,27.850245
20240715T1200,29.080246
20240715T1300,29.650246
20240715T1400,29.500246
20240715T1500,28.770245
20240715T1600,27.530245
20240715T1700,26.840246
20240715T1800,24.910246
20240715T1900,21.670246
20240715T2000,20.030245
20240715T2100,19.700245
20240715T2200,19.420246
20240715T2300,19.760244
20240716T0000,19.950245
20240716T0100,19.570246
20240716T0200,19.230246
20240716T0300,18.810246
20240716T0400,18.310246
20240716T0500,18.610245
20240716T0600,19.220245
20240716T0700,19.780245
20240716T0800,20.270245
20240716T0900,20.870245
20240716T1000,21.690245
20240716T1100,22.720245
20240716T1200,23.500246
20240716T1300,23.820246
20240716T1400,24.090246
20240716T1500,23.920246
20240716T1600,23.910246
20240716T1700,23.480246
20240716T1800,22.700245
20240716T1900,20.640245
20240716T2000,18.630245
20240716T2100,17.680244
20240716T2200,16.780245
20240716T2300,15.940246
20240717T0000,15.740245
20240717T0100,15.510245
20240717T0200,15.600245
20240717T0300,15.660245
20240717T0400,15.750245
20240717T0500,15.160245
20240717T0600,17.480246
20240717T0700,20.050245
20240717T0800,21.890245
20240717T0900,23.030245
20240717T1000,23.780245
20240717T1100,24.400246
20240717T1200,24.850245
20240717T1300,25.410246
20240717T1400,25.520245
20240717T1500,25.700245
20240717T1600,25.590246
20240717T1700,25.010244
20240717T1800,23.610245
20240717T1900,21.220245
20240717T2000,19.270245
20240717T2100,18.050245
20240717T2200,16.730246
20240717T2300,16.150246
20240718T0000,15.600245
20240718T0100,15.120245
20240718T0200,14.440246
20240718T0300,14.120245
20240718T0400,14.260245
20240718T0500,15.410245
20240718T0600,17.970245
20240718T0700,20.400246
20240718T0800,22.450245
20240718T0900,24.070246
20240718T1000,25.470245
20240718T1100,26.700245
20240718T1200,27.810246
20240718T1300,28.510244
20240718T1400,28.800245
20240718T1500,28.840246
20240718T1600,28.570246
20240718T1700,27.650246
20240718T1800,26.140245
20240718T1900,23.070246
20240718T2000,20.730246
20240718T2100,19.580246
20240718T2200,20.050245
20240718T2300,18.820246
20240719T0000,18.300245
20240719T0100,17.370245
20240719T0200,16.650246
20240719T0300,16.130245
20240719T0400,16.300245
20240719T0500,17.480246
20240719T0600,20.060246
20240719T0700,22.540245
20240719T0800,24.540245
20240719T0900,26.310246
20240719T1000,27.760244
20240719T1100,28.710245
20240719T1200,29.730246
20240719T1300,30.420246
20240719T1400,30.720245
20240719T1500,30.920246
20240719T1600,30.990246
20240719T1700,30.090246
20240719T1800,28.310246
20240719T1900,25.650246
20240719T2000,23.430244
20240719T2100,22.050245
20240719T2200,21.770245
20240719T2300,19.640245
20240720T0000,18.870245
20240720T0100,18.250246
20240720T0200,17.640245
20240720T0300,17.280245
20240720T0400,17.300245
20240720T0500,18.680244
20240720T0600,21.010244
20240720T0700,23.520245
20240720T0800,26.060246
20240720T0900,27.860245
20240720T1000,29.160246
20240720T1100,29.820246
20240720T1200,30.620245
20240720T1300,30.920246
20240720T1400,31.170246
20240720T1500,30.830246
20240720T1600,30.620245
20240720T1700,30.510244
20240720T1800,28.400246
20240720T1900,25.180244
20240720T2000,23.010244
20240720T2100,22.180244
20240720T2200,21.340246
20240720T2300,20.930244
20240721T0000,20.190245
20240721T0100,20.080246
20240721T0200,20.190245
20240721T0300,20.080246
20240721T0400,20.140245
20240721T0500,20.130245
20240721T0600,20.330246
20240721T0700,21.300245
20240721T0800,22.710245
20240721T0900,24.670246
20240721T1000,25.520245
20240721T1100,26.170246
20240721T1200,26.460245
20240721T1300,26.500246
20240721T1400,25.980246
20240721T1500,25.110245
20240721T1600,24.500246
20240721T1700,24.500246
20240721T1800,24.060246
20240721T1900,22.650246
20240721T2000,21.070246
20240721T2100,20.390245
20240721T2200,19.370245
20240721T2300,19.370245
20240722T0000,19.370245
20240722T0100,19.300245
20240722T0200,19.140245
20240722T0300,19.170246
20240722T0400,19.270245
20240722T0500,19.360245
20240722T0600,19.670246
20240722T0700,20.540245
20240722T0800,21.570246
20240722T0900,22.270245
20240722T1000,23.280245
20240722T1100,24.120245
20240722T1200,24.730246
20240722T1300,25.170246
20240722T1400,25.510244
20240722T1500,25.640245
20240722T1600,25.700245
20240722T1700,25.090246
20240722T1800,24.030245
20240722T1900,21.780245
20240722T2000,19.540245
20240722T2100,18.340246
20240722T2200,17.570246
20240722T2300,17.180244
20240723T0000,16.690245
20240723T0100,16.260246
20240723T0200,15.880245
20240723T0300,15.240245
20240723T0400,15.120245
20240723T0500,16.020247
20240723T0600,17.940245
20240723T0700,19.690245
20240723T0800,21.340246
20240723T0900,22.490246
20240723T1000,23.360245
20240723T1100,24.330246
20240723T1200,24.980246
20240723T1300,25.420246
20240723T1400,25.130245
20240723T1500,25.110245
20240723T1600,24.280245
20240723T1700,23.530245
20240723T1800,22.790245
20240723T1900,21.760244
20240723T2000,21.130245
20240723T2100,20.450245
20240723T2200,19.900246
20240723T2300,19.480246
20240724T0000,19.030245
20240724T0100,18.460245
20240724T0200,17.980246
20240724T0300,17.660246
20240724T0400,17.090246
20240724T0500,17.180244
20240724T0600,18.120245
20240724T0700,19.470245
20240724T0800,20.420246
20240724T0900,21.020245
20240724T1000,21.680244
20240724T1100,22.350245
20240724T1200,22.890245
20240724T1300,23.440245
20240724T1400,23.870245
20240724T1500,23.900246
20240724T1600,23.740246
20240724T1700,23.200245
20240724T1800,21.890245
20240724T1900,19.980246
20240724T2000,18.290245
20240724T2100,17.650246
20240724T2200,15.980246
20240724T2300,15.670245
20240725T0000,15.340245
20240725T0100,15.480246
20240725T0200,15.280245
20240725T0300,14.400246
20240725T0400,14.5602455
20240725T0500,14.380245
20240725T0600,16.800245
20240725T0700,19.000246
20240725T0800,20.810246
20240725T0900,22.440245
20240725T1000,23.790245
20240725T1100,24.850245
20240725T1200,25.990246
20240725T1300,26.610245
20240725T1400,26.900246
20240725T1500,27.040245
20240725T1600,26.880245
20240725T1700,26.280245
20240725T1800,24.270245
20240725T1900,20.760244
20240725T2000,18.690245
20240725T2100,18.170246
20240725T2200,16.820246
20240725T2300,16.220245
20240726T0000,15.850245
20240726T0100,15.380245
20240726T0200,15.710245
20240726T0300,15.840245
20240726T0400,15.250245
20240726T0500,16.010246
20240726T0600,18.110245
20240726T0700,20.900246
20240726T0800,23.380245
20240726T0900,25.080246
20240726T1000,26.390245
20240726T1100,27.220245
20240726T1200,27.700245
20240726T1300,28.350245
20240726T1400,28.500246
20240726T1500,28.700245
20240726T1600,28.250246
20240726T1700,27.370245
20240726T1800,25.630245
20240726T1900,23.170246
20240726T2000,21.660246
20240726T2100,20.710245
20240726T2200,19.380245
20240726T2300,18.950245
20240727T0000,18.640245
20240727T0100,18.220245
20240727T0200,17.590246
20240727T0300,17.380245
20240727T0400,17.360245
20240727T0500,18.160246
20240727T0600,19.620245
20240727T0700,22.220245
20240727T0800,24.670246
20240727T0900,26.550245
20240727T1000,27.640245
20240727T1100,28.620245
20240727T1200,28.710245
20240727T1300,28.200245
20240727T1400,27.310246
20240727T1500,25.250246
20240727T1600,24.890245
20240727T1700,24.450245
20240727T1800,23.830246
20240727T1900,22.470245
20240727T2000,21.970245
20240727T2100,21.480246
20240727T2200,21.060246
20240727T2300,20.910246
20240728T0000,20.790245
20240728T0100,20.230246
20240728T0200,19.830246
20240728T0300,19.270245
20240728T0400,18.800245
20240728T0500,18.270245
20240728T0600,18.070246
20240728T0700,18.230246
20240728T0800,18.860245
20240728T0900,19.920246
20240728T1000,20.890245
20240728T1100,21.990246
20240728T1200,23.110245
20240728T1300,24.080246
20240728T1400,24.560246
20240728T1500,24.900246
20240728T1600,24.850245
20240728T1700,24.060246
20240728T1800,22.520245
20240728T1900,20.160246
20240728T2000,18.440245
20240728T2100,17.450245
20240728T2200,16.610245
20240728T2300,16.220245
20240729T0000,15.760245
20240729T0100,15.280245
20240729T0200,14.860246
20240729T0300,14.440246
20240729T0400,13.980246
20240729T0500,15.250245
20240729T0600,17.790245
20240729T0700,20.050245
20240729T0800,21.970245
20240729T0900,23.640245
20240729T1000,25.200245
20240729T1100,26.490246
20240729T1200,27.640245
20240729T1300,28.570246
20240729T1400,29.170246
20240729T1500,29.490246
20240729T1600,29.440245
20240729T1700,28.720245
20240729T1800,27.090246
20240729T1900,24.940245
20240729T2000,22.890245
